Timestamp,Temperature 2M,Cloud Cover,Cloud Cover Low,Cloud Cover Mid,Cloud Cover High,Shortwave Radiation,Direct Radiation,Diffuse Radiation,Wind Speed 10M,Precipitation
2026-09-11T04:00:00Z,22.5,15.0,10.0,15.0,0.0,0.0,0.0,0.0,6.5,0.0
2026-09-11T04:15:00Z,22.2,30.0,4.0,31.0,0.0,0.0,0.0,0.0,7.6,0.0
2026-09-11T04:30:00Z,22.0,57.0,1.0,59.0,0.0,0.0,0.0,0.0,7.1,0.0
2026-09-11T04:45:00Z,22.0,92.0,13.0,88.0,0.0,0.0,0.0,0.0,6.3,0.0
2026-09-11T05:00:00Z,22.1,100.0,0.0,100.0,0.0,0.0,0.0,0.0,7.1,0.0
2026-09-11T05:00:00Z,22.1,100.0,0.0,100.0,0.0,0.0,0.0,0.0,7.1,0.0
2026-09-11T05:00:00Z,22.1,100.0,0.0,100.0,0.0,0.0,0.0,0.0,7.1,0.0
2026-09-11T05:15:00Z,22.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,6.4,0.0
2026-09-11T05:30:00Z,21.8,76.0,5.0,80.0,0.0,0.0,0.0,0.0,5.8,0.0
2026-09-11T05:45:00Z,21.8,94.0,2.0,96.0,0.0,0.0,0.0,0.0,6.6,0.0
2026-09-11T06:00:00Z,21.7,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.8,0.0
2026-09-11T06:15:00Z,21.5,83.0,0.0,83.0,0.0,0.0,0.0,0.0,6.2,0.0
2026-09-11T06:30:00Z,20.7,52.0,0.0,52.0,0.0,0.0,0.0,0.0,7.3,0.0
2026-09-11T06:45:00Z,20.4,8.0,0.0,8.0,0.0,0.0,0.0,0.0,7.1,0.0
2026-09-11T07:00:00Z,20.2,13.0,0.0,13.0,0.0,0.0,0.0,0.0,6.8,0.0
2026-09-11T07:15:00Z,20.3,24.0,1.0,24.0,0.0,0.0,0.0,0.0,7.0,0.0
2026-09-11T07:30:00Z,20.2,41.0,4.0,41.0,0.0,0.0,0.0,0.0,6.6,0.0
2026-09-11T07:45:00Z,20.0,57.0,6.0,57.0,0.0,0.0,0.0,0.0,7.7,0.0
2026-09-11T08:00:00Z,19.8,52.0,2.0,52.0,0.0,0.0,0.0,0.0,7.8,0.0
2026-09-11T08:15:00Z,19.6,65.0,2.0,65.0,0.0,0.0,0.0,0.0,8.1,0.0
2026-09-11T08:30:00Z,19.5,63.0,0.0,63.0,0.0,0.0,0.0,0.0,7.4,0.0
2026-09-11T08:45:00Z,19.3,85.0,0.0,85.0,0.0,0.0,0.0,0.0,8.0,0.0
2026-09-11T09:00:00Z,19.2,94.0,0.0,94.0,0.0,0.0,0.0,0.0,8.4,0.0
2026-09-11T09:15:00Z,19.1,80.0,0.0,80.0,0.0,0.0,0.0,0.0,8.6,0.0
2026-09-11T09:30:00Z,19.4,52.0,0.0,52.0,0.0,0.0,0.0,0.0,6.6,0.0
2026-09-11T09:45:00Z,19.3,89.0,0.0,89.0,0.0,0.0,0.0,0.0,7.1,0.0
