Timestamp,Temperature 2M,Cloud Cover,Cloud Cover Low,Cloud Cover Mid,Cloud Cover High,Shortwave Radiation,Direct Radiation,Diffuse Radiation,Wind Speed 10M,Precipitation
2026-09-12T04:00:00Z,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0
2026-09-12T04:15:00Z,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0
2026-09-12T04:30:00Z,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0
2026-09-12T04:45:00Z,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0
2026-09-12T05:00:00Z,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0
2026-09-12T05:15:00Z,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0
2026-09-12T05:30:00Z,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
2026-09-12T05:45:00Z,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
2026-09-12T06:00:00Z,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0
2026-09-12T06:15:00Z,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0
2026-09-12T06:30:00Z,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
2026-09-12T06:45:00Z,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0
2026-09-12T07:00:00Z,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0
2026-09-12T07:15:00Z,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0
2026-09-12T07:30:00Z,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
2026-09-12T07:45:00Z,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0
2026-09-12T08:00:00Z,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0
2026-09-12T08:15:00Z,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0
2026-09-12T08:30:00Z,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0
2026-09-12T08:45:00Z,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
2026-09-12T09:00:00Z,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0
2026-09-12T09:15:00Z,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0
2026-09-12T09:30:00Z,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0
2026-09-12T09:45:00Z,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0
2026-09-12T10:00:00Z,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0
2026-09-12T10:15:00Z,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0
2026-09-12T10:30:00Z,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0
2026-09-12T10:45:00Z,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0
2026-09-12T11:00:00Z,14.1,0.0,0.0,0.0,0.0,14.0,0.0,14.0,7.8,0.0
2026-09-12T11:15:00Z,14.0,0.0,0.0,0.0,0.0,46.0,10.0,36.0,5.5,0.0
2026-09-12T11:30:00Z,14.5,0.0,0.0,0.0,0.0,87.0,43.0,44.0,4.4,0.0
2026-09-12T11:45:00Z,15.1,0.0,0.0,0.0,0.0,132.0,76.0,56.0,4.7,0.0
2026-09-12T12:00:00Z,15.7,0.0,0.0,0.0,0.0,180.0,113.0,67.0,6.5,0.0
2026-09-12T12:15:00Z,16.1,0.0,0.0,0.0,0.0,229.0,154.0,75.0,7.3,0.0
2026-09-12T12:30:00Z,17.0,0.0,0.0,0.0,0.0,278.0,197.0,81.0,6.9,0.0
2026-09-12T12:45:00Z,17.6,1.0,1.0,0.0,0.0,328.0,241.0,87.0,6.4,0.0
2026-09-12T13:00:00Z,18.1,2.0,2.0,0.0,0.0,376.0,280.0,96.0,6.3,0.0
2026-09-12T13:15:00Z,18.8,3.0,3.0,0.0,0.0,419.0,312.0,107.0,4.8,0.0
2026-09-12T13:30:00Z,19.5,5.0,5.0,0.0,0.0,460.0,336.0,124.0,3.8,0.0
2026-09-12T13:45:00Z,19.9,6.0,6.0,0.0,0.0,480.0,319.0,161.0,3.9,0.0
2026-09-12T13:45:00Z,19.9,5.0,6.0,0.0,0.0,480.0,319.0,161.0,3.9,0.0
2026-09-12T14:00:00Z,20.5,6.0,6.0,0.0,0.0,520.0,358.0,162.0,4.7,0.0
2026-09-12T14:15:00Z,21.1,4.0,5.0,0.0,0.0,584.0,435.0,149.0,5.2,0.0
2026-09-12T14:30:00Z,21.9,0.0,2.0,0.0,0.0,624.0,493.0,131.0,5.8,0.0
2026-09-12T14:45:00Z,22.5,0.0,2.0,0.0,0.0,659.0,533.0,126.0,5.8,0.0
2026-09-12T15:00:00Z,23.1,6.0,4.0,0.0,6.0,680.0,504.0,176.0,6.1,0.0
2026-09-12T15:15:00Z,23.5,25.0,9.0,0.0,26.0,717.0,565.0,152.0,4.8,0.0
2026-09-12T15:30:00Z,24.1,51.0,5.0,0.0,50.0,742.0,594.0,148.0,6.2,0.0
2026-09-12T15:45:00Z,24.5,80.0,7.0,0.0,80.0,761.0,616.0,145.0,6.4,0.0
2026-09-12T16:00:00Z,25.1,100.0,9.0,0.0,100.0,775.0,624.0,151.0,7.7,0.0
2026-09-12T16:15:00Z,25.5,100.0,10.0,0.0,100.0,770.0,577.0,193.0,9.8,0.0
2026-09-12T16:30:00Z,26.1,100.0,10.0,0.0,100.0,788.0,590.0,198.0,6.6,0.0
2026-09-12T16:45:00Z,26.5,100.0,5.0,0.0,100.0,798.0,636.0,162.0,9.4,0.0
2026-09-12T17:00:00Z,26.7,100.0,6.0,0.0,100.0,741.0,485.0,256.0,10.9,0.0
2026-09-12T17:15:00Z,26.9,98.0,6.0,0.0,98.0,777.0,532.0,245.0,11.3,0.0
2026-09-12T17:30:00Z,26.8,94.0,5.0,0.0,94.0,781.0,584.0,197.0,10.4,0.0
2026-09-12T17:45:00Z,26.9,9.0,3.0,0.0,9.0,770.0,612.0,158.0,11.2,0.0
2026-09-12T18:00:00Z,27.1,2.0,1.0,0.0,2.0,760.0,590.0,170.0,13.3,0.0
2026-09-12T18:15:00Z,27.2,1.0,2.0,0.0,0.0,740.0,613.0,127.0,13.4,0.0
2026-09-12T18:45:00Z,27.0,10.0,10.0,0.0,2.0,700.0,567.0,133.0,13.5,0.0
2026-09-12T19:00:00Z,27.0,11.0,11.0,0.0,0.0,670.0,530.0,140.0,13.8,0.0
2026-09-12T19:15:00Z,27.0,9.0,10.0,0.0,0.0,620.0,452.0,168.0,15.5,0.0
2026-09-12T19:30:00Z,26.2,7.0,7.0,0.0,0.0,600.0,455.0,145.0,17.2,0.0
2026-09-12T19:45:00Z,26.0,4.0,4.0,0.0,0.0,560.0,408.0,152.0,17.1,0.0
2026-09-12T20:00:00Z,25.9,5.0,5.0,0.0,0.0,528.0,423.0,105.0,17.4,0.0
2026-09-12T20:15:00Z,26.4,4.0,4.0,0.0,1.0,483.0,331.0,152.0,14.5,0.0
2026-09-12T20:30:00Z,26.2,3.0,9.0,0.0,0.0,436.0,283.0,153.0,14.7,0.0
2026-09-12T20:45:00Z,26.0,3.0,10.0,0.0,0.0,401.0,313.0,88.0,15.7,0.0
2026-09-12T21:00:00Z,25.6,10.0,10.0,0.0,8.0,348.0,238.0,110.0,17.7,0.0
2026-09-12T21:15:00Z,25.2,28.0,10.0,0.0,27.0,304.0,205.0,99.0,17.4,0.0
2026-09-12T21:30:00Z,24.9,56.0,13.0,0.0,53.0,239.0,139.0,100.0,16.6,0.0
2026-09-12T21:45:00Z,24.6,82.0,13.0,0.0,81.0,206.0,104.0,102.0,16.7,0.0
2026-09-12T22:00:00Z,24.1,100.0,12.0,0.0,100.0,124.0,4.0,120.0,16.1,0.0
2026-09-12T22:15:00Z,23.8,100.0,9.0,0.0,100.0,98.0,4.0,94.0,15.6,0.0
2026-09-12T22:30:00Z,23.5,100.0,78.0,0.0,100.0,60.0,6.0,54.0,15.0,0.0
2026-09-12T22:45:00Z,23.0,100.0,61.0,0.0,92.0,36.0,4.0,32.0,15.5,0.0
2026-09-12T23:00:00Z,22.6,100.0,47.0,0.0,100.0,13.0,5.0,8.0,14.7,0.0
2026-09-12T23:15:00Z,22.2,100.0,35.0,0.0,100.0,0.0,0.0,0.0,13.5,0.0
2026-09-12T23:30:00Z,22.0,100.0,24.0,0.0,100.0,0.0,0.0,0.0,12.7,0.0
2026-09-12T23:45:00Z,21.8,79.0,3.0,0.0,79.0,0.0,0.0,0.0,12.2,0.0
2026-09-13T00:00:00Z,21.6,94.0,4.0,0.0,94.0,0.0,0.0,0.0,12.1,0.0
2026-09-13T00:15:00Z,21.4,100.0,4.0,0.0,100.0,0.0,0.0,0.0,11.4,0.0
2026-09-13T00:30:00Z,21.3,100.0,3.0,0.0,100.0,0.0,0.0,0.0,10.5,0.0
2026-09-13T00:45:00Z,21.4,81.0,2.0,0.0,81.0,0.0,0.0,0.0,9.7,0.0
2026-09-13T01:00:00Z,21.4,100.0,0.0,0.0,100.0,0.0,0.0,0.0,9.7,0.0
2026-09-13T01:15:00Z,21.5,100.0,0.0,0.0,100.0,0.0,0.0,0.0,9.7,0.0
2026-09-13T01:30:00Z,21.4,100.0,0.0,0.0,100.0,0.0,0.0,0.0,9.2,0.0
2026-09-13T01:45:00Z,21.2,100.0,0.0,0.0,100.0,0.0,0.0,0.0,6.6,0.0
2026-09-13T02:00:00Z,21.0,88.0,0.0,0.0,88.0,0.0,0.0,0.0,5.9,0.0
2026-09-13T02:15:00Z,20.8,91.0,0.0,0.0,92.0,0.0,0.0,0.0,5.9,0.0
2026-09-13T02:30:00Z,21.0,97.0,0.0,0.0,98.0,0.0,0.0,0.0,5.0,0.0
2026-09-13T02:45:00Z,20.8,100.0,4.0,0.0,100.0,0.0,0.0,0.0,5.7,0.0
2026-09-13T03:00:00Z,20.6,100.0,3.0,0.0,100.0,0.0,0.0,0.0,4.8,0.0
2026-09-13T03:15:00Z,20.3,100.0,3.0,1.0,100.0,0.0,0.0,0.0,6.8,0.0
2026-09-13T03:30:00Z,20.2,53.0,4.0,3.0,53.0,0.0,0.0,0.0,6.1,0.0
2026-09-13T03:45:00Z,20.1,81.0,6.0,8.0,81.0,0.0,0.0,0.0,6.5,0.0
