Timestamp,Temperature 2M,Cloud Cover,Cloud Cover Low,Cloud Cover Mid,Cloud Cover High,Shortwave Radiation,Direct Radiation,Diffuse Radiation,Wind Speed 10M,Precipitation
2026-09-06T04:00:00Z,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0
2026-09-06T04:15:00Z,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0
2026-09-06T04:30:00Z,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0
2026-09-06T04:45:00Z,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0
2026-09-06T05:00:00Z,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0
2026-09-06T05:15:00Z,18.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
2026-09-06T05:30:00Z,18.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0
2026-09-06T05:45:00Z,17.9,82.0,82.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0
2026-09-06T06:00:00Z,17.9,100.0,100.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0
2026-09-06T06:15:00Z,18.4,100.0,100.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
2026-09-06T06:30:00Z,17.5,89.0,89.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0
2026-09-06T06:45:00Z,17.5,12.0,12.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
2026-09-06T07:00:00Z,17.4,23.0,23.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0
2026-09-06T07:15:00Z,17.4,41.0,41.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0
2026-09-06T07:30:00Z,18.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0
2026-09-06T07:45:00Z,17.7,87.0,87.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0
2026-09-06T08:00:00Z,18.2,100.0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
2026-09-06T08:15:00Z,18.5,100.0,100.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0
2026-09-06T08:30:00Z,18.5,96.0,96.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0
2026-09-06T08:45:00Z,18.3,89.0,89.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
2026-09-06T09:00:00Z,18.4,96.0,96.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0
2026-09-06T09:15:00Z,18.3,90.0,90.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0
2026-09-06T09:45:00Z,18.2,86.0,86.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0
2026-09-06T10:00:00Z,18.1,77.0,77.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0
2026-09-06T10:15:00Z,17.9,66.0,66.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0
2026-09-06T10:30:00Z,17.8,52.0,52.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0
2026-09-06T10:45:00Z,17.1,88.0,88.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0
2026-09-06T11:00:00Z,17.5,100.0,100.0,0.0,0.0,17.0,0.0,17.0,7.6,0.0
2026-09-06T11:15:00Z,17.8,99.0,99.0,0.0,0.0,21.0,2.0,19.0,7.6,0.0
2026-09-06T11:30:00Z,17.7,89.0,12.0,0.0,0.0,95.0,24.0,71.0,6.8,0.0
2026-09-06T11:45:00Z,18.0,10.0,10.0,0.0,0.0,141.0,59.0,82.0,7.9,0.0
2026-09-06T12:00:00Z,18.3,9.0,9.0,0.0,0.0,188.0,105.0,83.0,9.2,0.0
2026-09-06T12:15:00Z,18.6,10.0,10.0,0.0,0.0,233.0,126.0,107.0,9.1,0.0
2026-09-06T12:30:00Z,18.8,12.0,94.0,0.0,0.0,284.0,181.0,103.0,9.2,0.0
2026-09-06T12:45:00Z,18.7,91.0,91.0,0.0,0.0,125.0,0.0,125.0,7.2,0.0
2026-09-06T13:00:00Z,19.0,88.0,88.0,0.0,0.0,195.0,0.0,195.0,7.1,0.0
2026-09-06T13:15:00Z,19.6,87.0,87.0,0.0,0.0,410.0,254.0,156.0,7.9,0.0
2026-09-06T13:30:00Z,19.9,87.0,87.0,0.0,0.0,396.0,235.0,161.0,9.2,0.0
2026-09-06T13:45:00Z,20.1,87.0,87.0,0.0,0.0,429.0,266.0,163.0,10.1,0.0
2026-09-06T14:00:00Z,20.2,22.0,22.0,0.0,0.0,396.0,220.0,176.0,9.3,0.0
2026-09-06T14:15:00Z,20.6,24.0,24.0,0.0,0.0,496.0,301.0,195.0,9.1,0.0
2026-09-06T14:45:00Z,20.8,40.0,40.0,0.0,0.0,376.0,131.0,245.0,13.1,0.0
