Timestamp (UTC),Inverter Serial,Port Number,DC Power (W),DC Voltage (V),Daily Energy (Wh)
2026-09-12T15:00:00Z,1420b03145c2,1,35.0,47.3,443.0
2026-09-12T15:00:00Z,1420b03145c2,3,162.0,41.7,448.0
2026-09-12T15:00:00Z,1420b03145c2,4,26.0,43.0,256.0
2026-09-12T15:00:00Z,1420b0314618,1,242.0,41.9,392.0
2026-09-12T15:00:00Z,1420b0314618,2,239.0,41.9,386.0
2026-09-12T15:00:00Z,1420b0314618,3,246.0,42.1,402.0
2026-09-12T15:00:00Z,1420b0314618,4,245.0,42.0,408.0
2026-09-12T15:00:00Z,1420b03146bb,1,295.0,41.7,422.0
2026-09-12T15:00:00Z,1420b03146bb,2,32.0,45.8,271.0
2026-09-12T15:00:00Z,1420b03146bb,3,0.0,5.4,0.0
2026-09-12T15:00:00Z,1420b03146bb,4,265.0,43.9,370.0
2026-09-12T15:00:00Z,1420b03146fc,1,294.0,41.5,308.0
2026-09-12T15:00:00Z,1420b03146fc,2,299.0,42.1,133.0
2026-09-12T15:00:00Z,1420b03146fc,3,60.0,46.7,69.0
2026-09-12T15:00:00Z,1420b03146fc,4,28.0,45.8,57.0
2026-09-12T15:00:00Z,1420b0314cf5,1,296.0,41.5,450.0
2026-09-12T15:00:00Z,1420b0314cf5,2,298.0,41.8,460.0
2026-09-12T15:00:00Z,1420b0314cf5,3,298.0,41.5,455.0
2026-09-12T15:00:00Z,1420b0314cf5,4,300.0,41.7,465.0
2026-09-12T15:00:00Z,1420b0314d19,1,300.0,41.6,473.0
2026-09-12T15:00:00Z,1420b0314d19,2,33.0,46.4,254.0
2026-09-12T15:00:00Z,1420b0314d19,3,0.0,4.0,0.0
2026-09-12T15:00:00Z,1420b0314d19,4,0.0,4.1,0.0
2026-09-12T15:00:00Z,1420b0314d25,1,296.0,41.5,425.0
2026-09-12T15:00:00Z,1420b0314d25,2,299.0,41.9,317.0
2026-09-12T15:00:00Z,1420b0314d25,3,294.0,41.5,447.0
2026-09-12T15:00:00Z,1420b0314d25,4,298.0,41.6,435.0
2026-09-12T15:00:00Z,1420b0314df9,1,38.0,47.7,355.0
2026-09-12T15:00:00Z,1420b0314df9,2,28.0,43.5,284.0
2026-09-12T15:00:00Z,1420b0314df9,3,35.0,46.4,363.0
2026-09-12T15:00:00Z,1420b0314df9,4,33.0,47.4,395.0
2026-09-12T15:00:00Z,1420b0314f85,1,226.0,42.5,377.0
2026-09-12T15:00:00Z,1420b0314f85,2,224.0,42.6,373.0
2026-09-12T15:00:00Z,1420b0314f85,3,225.0,42.4,382.0
2026-09-12T15:00:00Z,1420b0314f85,4,226.0,42.4,361.0
2026-09-12T15:00:00Z,1420b03150a1,1,27.0,48.8,97.0
2026-09-12T15:00:00Z,1420b03150a1,2,25.0,48.8,129.0
2026-09-12T15:00:00Z,1420b03150a1,3,240.0,42.0,376.0
2026-09-12T15:00:00Z,1420b03150a1,4,242.0,42.7,429.0
2026-09-12T15:00:00Z,1420b0315189,1,239.0,41.9,405.0
2026-09-12T15:00:00Z,1420b0315189,2,237.0,42.0,393.0
2026-09-12T15:00:00Z,1420b0315189,3,242.0,41.7,415.0
2026-09-12T15:00:00Z,1420b0315189,4,246.0,41.9,425.0
2026-09-12T15:00:00Z,1420b03153ec,1,242.0,41.8,404.0
2026-09-12T15:00:00Z,1420b03153ec,2,243.0,41.9,395.0
2026-09-12T15:00:00Z,1420b03153ec,3,246.0,42.1,399.0
2026-09-12T15:00:00Z,1420b03153ec,4,246.0,42.2,391.0
2026-09-12T15:10:00Z,1420b03145c2,1,32.0,45.4,448.0
2026-09-12T15:10:00Z,1420b03145c2,3,98.0,46.8,468.0
2026-09-12T15:10:00Z,1420b03145c2,4,26.0,42.7,260.0
2026-09-12T15:10:00Z,1420b0314618,1,246.0,41.7,431.0
2026-09-12T15:10:00Z,1420b0314618,2,243.0,41.7,424.0
2026-09-12T15:10:00Z,1420b0314618,3,250.0,41.9,441.0
2026-09-12T15:10:00Z,1420b0314618,4,250.0,41.8,447.0
2026-09-12T15:10:00Z,1420b03146bb,1,292.0,42.3,466.0
2026-09-12T15:10:00Z,1420b03146bb,2,32.0,45.4,276.0
2026-09-12T15:10:00Z,1420b03146bb,3,0.0,4.9,0.0
2026-09-12T15:10:00Z,1420b03146bb,4,193.0,42.9,409.0
2026-09-12T15:10:00Z,1420b03146fc,1,306.0,41.4,355.0
2026-09-12T15:10:00Z,1420b03146fc,2,272.0,43.9,177.0
2026-09-12T15:10:00Z,1420b03146fc,3,165.0,41.8,93.0
2026-09-12T15:10:00Z,1420b03146fc,4,72.0,46.5,70.0
2026-09-12T15:10:00Z,1420b0314cf5,1,307.0,41.4,498.0
2026-09-12T15:10:00Z,1420b0314cf5,2,311.0,41.9,508.0
2026-09-12T15:10:00Z,1420b0314cf5,3,309.0,41.4,503.0
2026-09-12T15:10:00Z,1420b0314cf5,4,312.0,41.8,513.0
2026-09-12T15:10:00Z,1420b0314d19,1,310.0,41.3,521.0
2026-09-12T15:10:00Z,1420b0314d19,2,37.0,46.6,260.0
2026-09-12T15:10:00Z,1420b0314d19,3,0.0,3.9,0.0
2026-09-12T15:10:00Z,1420b0314d19,4,0.0,4.0,0.0
2026-09-12T15:10:00Z,1420b0314d25,1,308.0,41.4,472.0
2026-09-12T15:10:00Z,1420b0314d25,2,312.0,41.9,365.0
2026-09-12T15:10:00Z,1420b0314d25,3,305.0,41.3,494.0
2026-09-12T15:10:00Z,1420b0314d25,4,310.0,41.6,483.0
