Timestamp (UTC),Net Grid Power (W),Phase A Voltage (V),Hoymiles Active Power (W),Bridge Status,Meter Status,Hoymiles Status
2026-08-08T04:00:05.126562Z,3355,244.2,0,OK,OK,OK
2026-08-08T04:00:10.583087Z,3360,244.2,0,OK,OK,OK
2026-08-08T04:00:16.070512Z,3368,244.2,0,OK,OK,OK
2026-08-08T04:00:21.553440Z,3370,244.2,0,OK,OK,OK
2026-08-08T04:00:27.033859Z,3371,244.2,0,OK,OK,OK
2026-08-08T04:00:32.523251Z,3364,244.2,0,OK,OK,OK
2026-08-08T04:00:38.014283Z,3376,244.2,0,OK,OK,OK
2026-08-08T04:00:43.471105Z,3371,244.3,0,OK,OK,OK
2026-08-08T04:00:48.921957Z,3356,244.1,0,OK,OK,OK
2026-08-08T04:00:54.383298Z,3359,244.3,0,OK,OK,OK
2026-08-08T04:00:59.849605Z,3359,244.2,0,OK,OK,OK
2026-08-08T04:01:05.323007Z,3361,244.2,0,OK,OK,OK
2026-08-08T04:01:10.822150Z,3357,244.3,0,OK,OK,OK
2026-08-08T04:01:16.314567Z,3352,244.2,0,OK,OK,OK
2026-08-08T04:01:21.794577Z,3336,243.3,0,OK,OK,OK
2026-08-08T04:01:30.303250Z,3365,244.3,0,OK,OK,OK
2026-08-08T04:01:35.836003Z,3374,244.3,0,OK,OK,OK
2026-08-08T04:01:41.335205Z,3359,244.3,0,OK,OK,OK
2026-08-08T04:01:46.832435Z,3352,244.4,0,OK,OK,OK
2026-08-08T04:01:52.351585Z,3356,244.4,0,OK,OK,OK
2026-08-08T04:01:57.822237Z,3358,244.4,0,OK,OK,OK
2026-08-08T04:02:03.238030Z,3350,244.2,0,OK,OK,OK
2026-08-08T04:02:08.707092Z,3354,244.4,0,OK,OK,OK
2026-08-08T04:02:14.171609Z,3348,244.4,0,OK,OK,OK
2026-08-08T04:02:19.697218Z,3346,244.4,0,OK,OK,OK
2026-08-08T04:02:25.183241Z,3341,244.4,0,OK,OK,OK
2026-08-08T04:02:30.706056Z,3345,244.5,0,OK,OK,OK
2026-08-08T04:02:36.206271Z,3341,244.4,0,OK,OK,OK
2026-08-08T04:02:41.703014Z,3340,244.5,0,OK,OK,OK
2026-08-08T04:02:47.218643Z,3342,244.4,0,OK,OK,OK
