Timestamp (UTC),Net Grid Power (W),Phase A Voltage (V)
2026-07-19T03:04:57.335160Z,16846,246.5
2026-07-19T03:04:58.435935Z,16860,246.4
2026-07-19T03:04:59.507905Z,16869,246.5
2026-07-19T03:05:00.609538Z,16892,246.4
2026-07-19T03:05:01.678348Z,17002,246.4
2026-07-19T03:05:02.779570Z,16889,246.4
2026-07-19T03:05:03.864118Z,16857,246.5
2026-07-19T03:05:04.932888Z,16884,246.3
2026-07-19T03:05:06.007778Z,16852,246.2
2026-07-19T03:05:07.107440Z,16867,246.0
2026-07-19T03:05:08.194410Z,16901,246.1
2026-07-19T03:05:09.295452Z,16837,246.2
2026-07-19T03:05:10.380032Z,16850,246.1
2026-07-19T03:05:11.449682Z,16883,246.1
2026-07-19T03:05:12.535813Z,16930,246.0
2026-07-19T03:05:13.624469Z,16877,246.2
2026-07-19T03:05:14.709994Z,16877,246.1
2026-07-19T03:05:15.795157Z,16915,246.2
2026-07-19T03:05:16.864435Z,17024,246.0
2026-07-19T03:05:17.953087Z,16879,246.0
2026-07-19T03:05:19.039178Z,17162,246.0
2026-07-19T03:05:20.124248Z,16935,246.1
2026-07-19T03:05:21.210801Z,16902,246.1
2026-07-19T03:05:22.297566Z,16919,246.2
2026-07-19T03:05:23.398218Z,16934,246.1
2026-07-19T03:05:24.485089Z,16967,246.0
2026-07-19T03:05:25.569956Z,16908,246.2
2026-07-19T03:05:26.638633Z,16907,246.2
2026-07-19T03:05:27.708337Z,16898,246.1
2026-07-19T03:05:28.798504Z,16896,246.1
2026-07-19T03:05:29.900251Z,16904,246.1
2026-07-19T03:05:31.001835Z,17000,246.1
2026-07-19T03:05:32.086712Z,17051,246.0
2026-07-19T03:05:33.176053Z,16965,246.1
2026-07-19T03:05:34.241691Z,16939,246.1
2026-07-19T03:05:35.330322Z,16953,246.1
2026-07-19T03:05:36.415840Z,16959,246.1
2026-07-19T03:05:37.502439Z,16950,245.9
2026-07-19T03:05:38.588200Z,16964,246.1
2026-07-19T03:05:39.673136Z,17363,246.0
2026-07-19T03:05:40.757761Z,16922,245.9
2026-07-19T03:05:41.846631Z,16900,245.9
2026-07-19T03:05:42.930983Z,17112,245.9
2026-07-19T03:05:44.015803Z,16930,246.1
2026-07-19T03:05:45.102139Z,16929,245.9
2026-07-19T03:05:46.188211Z,16917,246.1
2026-07-19T03:05:47.257363Z,16773,246.1
2026-07-19T03:05:48.331395Z,17015,246.1
2026-07-19T03:05:49.416549Z,16937,246.1
2026-07-19T03:05:50.501781Z,17058,245.9
2026-07-19T03:05:51.586441Z,16902,246.1
2026-07-19T03:05:52.676215Z,20723,245.9
2026-07-19T03:05:53.761416Z,16469,246.1
2026-07-19T03:05:54.847603Z,19606,246.0
2026-07-19T03:05:55.933280Z,19650,246.0
2026-07-19T03:05:57.002252Z,19696,246.0
2026-07-19T03:05:58.087479Z,19762,246.0
2026-07-19T03:05:59.174880Z,19644,246.0
2026-07-19T03:06:00.261255Z,19880,245.9
2026-07-19T03:06:01.346406Z,19873,245.9
2026-07-19T03:06:02.433218Z,19876,245.9
2026-07-19T03:06:03.519147Z,19918,245.9
2026-07-19T03:06:04.639593Z,19678,246.0
2026-07-19T03:06:05.726059Z,19724,245.9
2026-07-19T03:06:06.791531Z,19644,245.9
2026-07-19T03:06:07.879152Z,19641,246.0
2026-07-19T03:06:08.964566Z,19708,246.0
2026-07-19T03:06:10.051095Z,19646,246.0
2026-07-19T03:06:11.119741Z,19767,246.0
2026-07-19T03:06:12.189865Z,19607,246.0
2026-07-19T03:06:13.260267Z,19615,246.0
2026-07-19T03:06:14.346733Z,19595,246.0
2026-07-19T03:06:15.416451Z,19640,246.0
2026-07-19T03:06:16.501831Z,19647,246.0
2026-07-19T03:06:17.576038Z,19645,245.9
2026-07-19T03:06:18.646208Z,19525,246.0
2026-07-19T03:06:19.747071Z,19512,246.0
2026-07-19T03:06:20.831983Z,19508,246.0
2026-07-19T03:06:21.916714Z,19536,246.0
2026-07-19T03:06:22.990403Z,19528,246.0
2026-07-19T03:06:24.075749Z,19493,246.0
2026-07-19T03:06:25.161820Z,19566,246.0
2026-07-19T03:06:26.246641Z,19589,246.0
2026-07-19T03:06:27.333253Z,19464,246.0
2026-07-19T03:06:28.418845Z,19509,246.0
2026-07-19T03:06:29.505767Z,19504,246.0
2026-07-19T03:06:30.590429Z,19445,245.9
2026-07-19T03:06:31.677083Z,17124,246.0
2026-07-19T03:06:32.763242Z,16235,246.1
2026-07-19T03:06:33.849684Z,16180,246.0
2026-07-19T03:06:34.952110Z,16189,246.0
2026-07-19T03:06:36.054111Z,16233,246.1
2026-07-19T03:06:37.139009Z,16236,246.1
2026-07-19T03:06:38.209378Z,16251,246.1
2026-07-19T03:06:39.278756Z,16408,246.0
2026-07-19T03:06:40.364664Z,16315,246.1
2026-07-19T03:06:41.437413Z,16268,246.1
2026-07-19T03:06:42.522435Z,16327,246.1
2026-07-19T03:06:43.624610Z,16319,246.1
2026-07-19T03:06:44.709203Z,16280,246.2
2026-07-19T03:06:45.795550Z,16321,246.2
2026-07-19T03:06:46.881157Z,16508,246.1
2026-07-19T03:06:47.967417Z,16692,246.1
2026-07-19T03:06:49.053937Z,16828,246.1
2026-07-19T03:06:50.139710Z,16888,246.1
2026-07-19T03:06:51.224580Z,16877,246.1
2026-07-19T03:06:52.294473Z,17017,246.2
2026-07-19T03:06:53.363786Z,17051,246.1
2026-07-19T03:06:54.450658Z,17005,246.1
2026-07-19T03:06:55.520267Z,16968,246.1
2026-07-19T03:06:56.606953Z,16986,246.2
2026-07-19T03:06:57.680413Z,16981,246.1
2026-07-19T03:06:58.746420Z,17132,246.1
2026-07-19T03:06:59.831995Z,17169,246.1
2026-07-19T03:07:00.917908Z,17204,246.1
2026-07-19T03:07:02.007206Z,17294,246.1
2026-07-19T03:07:03.093044Z,17208,246.1
2026-07-19T03:07:04.179032Z,17189,246.1
2026-07-19T03:07:05.264481Z,17241,246.0
2026-07-19T03:07:06.349117Z,17236,246.1
2026-07-19T03:07:07.435680Z,17332,246.1
2026-07-19T03:07:08.520418Z,17398,246.1
2026-07-19T03:07:09.594062Z,17364,246.1
2026-07-19T03:07:10.680053Z,17256,246.2
2026-07-19T03:07:11.747598Z,17214,246.3
2026-07-19T03:07:12.834031Z,17226,246.3
2026-07-19T03:07:13.904985Z,17210,246.3
2026-07-19T03:07:14.990583Z,17623,246.3
2026-07-19T03:07:16.058758Z,17241,246.3
2026-07-19T03:07:17.149563Z,17207,246.3
2026-07-19T03:07:18.236212Z,17216,246.2
2026-07-19T03:07:19.321486Z,17261,246.3
2026-07-19T03:07:20.471043Z,17452,246.2
2026-07-19T03:07:21.542435Z,17283,246.2
2026-07-19T03:07:22.643365Z,17295,246.3
2026-07-19T03:07:23.727688Z,17268,246.3
2026-07-19T03:07:24.812892Z,17153,246.2
2026-07-19T03:07:25.899121Z,17151,246.2
2026-07-19T03:07:27.019776Z,17194,246.2
2026-07-19T03:07:28.120386Z,17215,246.3
2026-07-19T03:07:29.223132Z,17231,246.2
2026-07-19T03:07:30.308921Z,17219,246.2
2026-07-19T03:07:31.394705Z,17349,246.2
2026-07-19T03:07:32.480768Z,17365,246.3
2026-07-19T03:07:33.566060Z,17362,246.2
2026-07-19T03:07:34.652536Z,17364,246.2
2026-07-19T03:07:35.753670Z,17247,246.2
2026-07-19T03:07:36.837906Z,17364,246.3
2026-07-19T03:07:37.907702Z,17239,246.3
2026-07-19T03:07:38.978085Z,17231,246.2
2026-07-19T03:07:40.064479Z,17198,246.2
2026-07-19T03:07:41.151401Z,17260,246.2
2026-07-19T03:07:42.237209Z,17272,246.2
2026-07-19T03:07:43.309655Z,17264,246.2
2026-07-19T03:07:44.396498Z,17375,246.2
2026-07-19T03:07:45.497186Z,17463,246.2
2026-07-19T03:07:46.582672Z,17315,246.1
2026-07-19T03:07:47.669292Z,17256,246.2
2026-07-19T03:07:48.754238Z,17228,246.2
2026-07-19T03:07:49.839823Z,17205,246.2
2026-07-19T03:07:50.924752Z,17301,246.1
2026-07-19T03:07:52.010814Z,17281,246.1
2026-07-19T03:07:53.100343Z,17272,246.2
2026-07-19T03:07:54.186618Z,17268,246.2
2026-07-19T03:07:55.272611Z,17321,246.2
2026-07-19T03:07:56.359575Z,17464,246.1
2026-07-19T03:07:57.445335Z,17701,246.1
2026-07-19T03:07:58.513548Z,17621,246.1
2026-07-19T03:07:59.598465Z,17610,246.3
2026-07-19T03:08:00.683808Z,17481,246.1
2026-07-19T03:08:01.770177Z,17590,246.1
2026-07-19T03:08:02.839899Z,17575,246.1
2026-07-19T03:08:03.914196Z,17577,246.3
2026-07-19T03:08:05.014529Z,17496,245.8
2026-07-19T03:08:06.097499Z,17584,246.2
2026-07-19T03:08:07.187264Z,17573,246.2
2026-07-19T03:08:08.272416Z,17621,246.2
2026-07-19T03:08:09.356848Z,17590,246.2
2026-07-19T03:08:10.426343Z,17719,246.0
2026-07-19T03:08:11.500375Z,17626,246.0
2026-07-19T03:08:12.601201Z,17624,246.1
2026-07-19T03:08:13.702957Z,17621,246.2
2026-07-19T03:08:14.788659Z,17591,246.2
2026-07-19T03:08:15.874253Z,17699,246.1
2026-07-19T03:08:16.962799Z,17864,246.0
2026-07-19T03:08:18.044024Z,17959,246.0
2026-07-19T03:08:19.130494Z,17965,246.0
2026-07-19T03:08:20.215726Z,18008,246.0
2026-07-19T03:08:21.290695Z,17990,246.0
2026-07-19T03:08:22.389832Z,17992,246.0
2026-07-19T03:08:23.458606Z,18031,246.2
2026-07-19T03:08:24.545042Z,17971,246.1
2026-07-19T03:08:25.619230Z,18004,246.0
2026-07-19T03:08:26.685514Z,17967,246.0
2026-07-19T03:08:27.787165Z,17949,246.0
2026-07-19T03:08:28.873300Z,18077,246.1
2026-07-19T03:08:29.958555Z,18004,246.0
2026-07-19T03:08:31.032640Z,18522,246.0
2026-07-19T03:08:32.135359Z,18002,246.2
2026-07-19T03:08:33.204284Z,18135,246.2
2026-07-19T03:08:34.290694Z,18055,246.2
2026-07-19T03:08:35.376122Z,18113,246.0
2026-07-19T03:08:36.462227Z,18153,246.2
2026-07-19T03:08:37.548660Z,18063,246.2
2026-07-19T03:08:38.649962Z,18085,246.2
2026-07-19T03:08:39.736245Z,18023,246.2
2026-07-19T03:08:40.835475Z,18043,246.2
2026-07-19T03:08:41.905482Z,18012,246.2
2026-07-19T03:08:42.990602Z,17971,246.2
2026-07-19T03:08:44.077386Z,18108,246.1
2026-07-19T03:08:45.151086Z,18123,246.1
2026-07-19T03:08:46.220594Z,18109,246.2
2026-07-19T03:08:47.307304Z,17985,246.2
2026-07-19T03:08:48.390872Z,18214,246.2
2026-07-19T03:08:49.461277Z,18223,246.1
2026-07-19T03:08:50.545756Z,18184,246.2
2026-07-19T03:08:51.631289Z,18195,246.2
2026-07-19T03:08:52.701239Z,18217,246.2
2026-07-19T03:08:53.771750Z,18200,246.2
2026-07-19T03:08:54.841658Z,18206,246.2
2026-07-19T03:08:55.932599Z,18232,246.2
2026-07-19T03:08:57.013727Z,18182,246.2
2026-07-19T03:08:58.104072Z,18206,246.2
2026-07-19T03:08:59.169858Z,18051,246.2
2026-07-19T03:09:00.245127Z,18230,246.1
2026-07-19T03:09:01.327229Z,18310,246.2
2026-07-19T03:09:02.413506Z,18327,246.1
2026-07-19T03:09:03.502509Z,18406,246.2
2026-07-19T03:09:04.602237Z,18269,246.3
2026-07-19T03:09:05.687350Z,18355,246.4
2026-07-19T03:09:06.772852Z,18348,246.2
2026-07-19T03:09:07.846615Z,18280,246.2
2026-07-19T03:09:08.931097Z,18299,246.2
2026-07-19T03:09:10.017600Z,18269,246.1
2026-07-19T03:09:11.105781Z,18275,246.1
2026-07-19T03:09:12.205962Z,18272,246.1
2026-07-19T03:09:13.288619Z,18255,246.2
2026-07-19T03:09:14.364742Z,18229,246.2
2026-07-19T03:09:15.466608Z,18318,246.1
2026-07-19T03:09:16.581143Z,18267,246.0
2026-07-19T03:09:17.670333Z,18269,246.1
2026-07-19T03:09:18.756515Z,18304,246.1
2026-07-19T03:09:19.857815Z,18265,246.1
2026-07-19T03:09:20.958561Z,18261,246.1
2026-07-19T03:09:22.043604Z,18301,246.1
2026-07-19T03:09:23.131002Z,18300,246.1
2026-07-19T03:09:24.233436Z,18293,246.1
2026-07-19T03:09:25.332077Z,18260,246.0
2026-07-19T03:09:26.421551Z,18340,246.0
2026-07-19T03:09:27.506548Z,18318,246.0
2026-07-19T03:09:28.591645Z,18246,246.0
2026-07-19T03:09:29.678537Z,18269,246.0
2026-07-19T03:09:30.766529Z,18252,246.0
2026-07-19T03:09:31.866496Z,18272,246.0
2026-07-19T03:09:32.970226Z,18282,246.0
2026-07-19T03:09:34.051937Z,18320,246.0
2026-07-19T03:09:35.158087Z,18329,246.0
2026-07-19T03:09:36.257673Z,18294,246.0
2026-07-19T03:09:37.362543Z,18269,246.0
2026-07-19T03:09:38.433989Z,18365,246.0
2026-07-19T03:09:39.530931Z,18252,246.0
2026-07-19T03:09:40.622274Z,18198,246.0
2026-07-19T03:09:41.718468Z,18243,246.0
2026-07-19T03:09:42.808302Z,31362,245.4
2026-07-19T03:09:43.894065Z,31703,245.4
2026-07-19T03:09:44.960364Z,37199,245.1
2026-07-19T03:09:46.047685Z,35885,245.3
2026-07-19T03:09:47.135109Z,35643,245.3
2026-07-19T03:09:48.219290Z,35740,245.3
2026-07-19T03:09:49.308897Z,35879,245.3
2026-07-19T03:09:50.396323Z,36076,245.3
2026-07-19T03:09:51.495654Z,36657,245.2
2026-07-19T03:09:52.599222Z,36273,245.1
2026-07-19T03:09:53.701518Z,36360,245.1
2026-07-19T03:09:54.801778Z,36450,245.1
2026-07-19T03:09:55.905489Z,36291,245.1
2026-07-19T03:09:56.989465Z,36429,245.1
2026-07-19T03:09:58.076746Z,36513,245.1
2026-07-19T03:09:59.161952Z,36574,245.1
2026-07-19T03:10:00.264757Z,36492,245.1
2026-07-19T03:10:01.365846Z,36574,245.1
2026-07-19T03:10:02.449740Z,36644,245.0
2026-07-19T03:10:03.520177Z,36964,245.0
2026-07-19T03:10:04.609473Z,36551,245.3
2026-07-19T03:10:05.691948Z,36630,245.1
2026-07-19T03:10:06.782909Z,36602,245.1
2026-07-19T03:10:07.884539Z,36609,245.1
2026-07-19T03:10:08.984315Z,36576,245.3
2026-07-19T03:10:10.071650Z,36620,245.3
2026-07-19T03:10:11.173089Z,36618,245.1
2026-07-19T03:10:12.245630Z,36699,245.1
2026-07-19T03:10:13.347400Z,36746,245.1
2026-07-19T03:10:14.447037Z,37025,245.2
2026-07-19T03:10:15.548266Z,37068,245.1
2026-07-19T03:10:16.632742Z,37309,245.1
2026-07-19T03:10:17.721823Z,37732,245.1
2026-07-19T03:10:18.821009Z,37827,245.1
2026-07-19T03:10:19.909052Z,37944,245.1
2026-07-19T03:10:20.997289Z,38249,245.1
2026-07-19T03:10:22.097058Z,38566,245.1
2026-07-19T03:10:23.184603Z,38821,244.9
2026-07-19T03:10:24.286690Z,39192,245.1
2026-07-19T03:10:25.390090Z,39516,245.1
2026-07-19T03:10:26.487323Z,39782,244.9
2026-07-19T03:10:27.576743Z,40093,245.0
2026-07-19T03:10:28.674558Z,40391,244.9
2026-07-19T03:10:29.763986Z,40659,244.9
2026-07-19T03:10:30.852576Z,40788,244.9
2026-07-19T03:10:31.953205Z,41214,245.0
2026-07-19T03:10:33.040447Z,41501,244.9
2026-07-19T03:10:34.126262Z,41943,245.0
2026-07-19T03:10:35.227951Z,42148,244.9
2026-07-19T03:10:36.328901Z,42263,244.9
2026-07-19T03:10:37.427012Z,42211,244.9
2026-07-19T03:10:38.513937Z,41776,244.9
2026-07-19T03:10:39.601626Z,41815,244.9
2026-07-19T03:10:40.687305Z,41825,244.9
2026-07-19T03:10:41.773271Z,41720,244.9
2026-07-19T03:10:42.878564Z,41790,245.0
2026-07-19T03:10:43.979917Z,41556,245.1
2026-07-19T03:10:45.112718Z,41697,245.0
2026-07-19T03:10:46.212736Z,41736,244.9
2026-07-19T03:10:47.301166Z,41407,244.9
2026-07-19T03:10:48.401866Z,41183,244.9
2026-07-19T03:10:49.487741Z,40863,245.0
2026-07-19T03:10:50.560043Z,40567,245.0
2026-07-19T03:10:51.657384Z,40489,245.0
2026-07-19T03:10:52.743853Z,40233,245.0
2026-07-19T03:10:53.835199Z,39788,245.0
2026-07-19T03:10:54.934837Z,39737,245.0
2026-07-19T03:10:56.037713Z,39585,245.0
2026-07-19T03:10:57.109732Z,39356,245.0
2026-07-19T03:10:58.193618Z,38423,245.1
2026-07-19T03:10:59.295030Z,38092,245.1
2026-07-19T03:11:00.382848Z,37868,245.0
2026-07-19T03:11:01.479755Z,37728,245.0
2026-07-19T03:11:02.566002Z,37470,245.0
2026-07-19T03:11:03.669761Z,37108,245.1
2026-07-19T03:11:04.754779Z,37059,245.0
2026-07-19T03:11:05.823867Z,36927,245.1
2026-07-19T03:11:06.911544Z,36965,245.0
2026-07-19T03:11:07.996202Z,37006,245.1
2026-07-19T03:11:09.080726Z,36646,245.1
2026-07-19T03:11:10.169761Z,36510,245.1
2026-07-19T03:11:11.255306Z,36296,245.1
2026-07-19T03:11:12.357186Z,36028,245.2
2026-07-19T03:11:13.440853Z,36605,245.1
2026-07-19T03:11:14.513582Z,36491,245.1
2026-07-19T03:11:15.598757Z,36404,245.1
2026-07-19T03:11:16.668413Z,36324,245.2
2026-07-19T03:11:17.753458Z,36093,245.0
2026-07-19T03:11:18.838951Z,35775,245.0
2026-07-19T03:11:19.930431Z,35631,245.2
2026-07-19T03:11:21.031234Z,35444,245.0
2026-07-19T03:11:22.117948Z,35241,245.1
2026-07-19T03:11:23.202977Z,35087,245.2
2026-07-19T03:11:24.286374Z,35143,245.1
2026-07-19T03:11:25.374819Z,35086,245.2
2026-07-19T03:11:26.463495Z,34978,245.1
2026-07-19T03:11:27.561605Z,34857,245.2
2026-07-19T03:11:28.647283Z,34897,245.3
2026-07-19T03:11:29.734759Z,34669,245.3
2026-07-19T03:11:30.821226Z,34599,245.2
2026-07-19T03:11:31.903659Z,34938,245.1
2026-07-19T03:11:32.995612Z,34968,245.2
2026-07-19T03:11:34.081907Z,35621,245.3
2026-07-19T03:11:35.165496Z,34770,245.1
2026-07-19T03:11:36.252904Z,34632,245.1
2026-07-19T03:11:37.355319Z,34587,245.1
2026-07-19T03:11:38.440683Z,34540,245.2
2026-07-19T03:11:39.526141Z,36543,245.1
2026-07-19T03:11:40.612741Z,36433,245.1
2026-07-19T03:11:41.699188Z,51573,244.4
2026-07-19T03:11:42.782157Z,51674,244.4
2026-07-19T03:11:43.887226Z,51593,244.4
2026-07-19T03:11:44.971091Z,51490,244.4
2026-07-19T03:11:46.061767Z,51564,244.4
2026-07-19T03:11:47.176613Z,51544,244.4
2026-07-19T03:11:48.279771Z,51448,244.4
2026-07-19T03:11:49.377989Z,51569,244.4
2026-07-19T03:11:50.469366Z,51607,244.4
2026-07-19T03:11:51.570562Z,51553,244.4
2026-07-19T03:11:52.654024Z,51543,244.4
2026-07-19T03:11:53.754798Z,51434,244.4
2026-07-19T03:11:54.845321Z,51401,244.4
2026-07-19T03:11:55.947093Z,51461,244.4
2026-07-19T03:11:57.045362Z,51432,244.4
2026-07-19T03:11:58.131472Z,51415,244.4
2026-07-19T03:11:59.219405Z,51261,244.4
2026-07-19T03:12:00.319563Z,51237,243.9
2026-07-19T03:12:01.405888Z,51599,244.0
2026-07-19T03:12:02.494888Z,51420,244.0
2026-07-19T03:12:03.594420Z,51242,243.1
2026-07-19T03:12:04.683950Z,51187,243.2
2026-07-19T03:12:05.786505Z,51192,243.6
2026-07-19T03:12:06.884284Z,51301,243.6
2026-07-19T03:12:07.971854Z,51640,243.7
2026-07-19T03:12:09.059193Z,34360,244.4
2026-07-19T03:12:10.157084Z,34326,244.4
2026-07-19T03:12:11.244273Z,34357,244.5
2026-07-19T03:12:12.317791Z,34386,244.5
2026-07-19T03:12:13.419198Z,34466,244.4
2026-07-19T03:12:14.521157Z,34437,244.4
2026-07-19T03:12:15.592532Z,34410,244.4
2026-07-19T03:12:16.694265Z,34495,244.4
2026-07-19T03:12:17.794144Z,34462,244.4
2026-07-19T03:12:18.880045Z,34426,244.4
2026-07-19T03:12:19.966224Z,34417,244.5
2026-07-19T03:12:21.049055Z,34409,244.4
2026-07-19T03:12:22.138200Z,34420,244.4
2026-07-19T03:12:23.237081Z,34452,244.4
2026-07-19T03:12:24.339337Z,34443,244.4
2026-07-19T03:12:25.428218Z,34377,244.4
2026-07-19T03:12:26.511530Z,34400,244.4
2026-07-19T03:12:27.602825Z,34361,244.4
2026-07-19T03:12:28.703451Z,34351,244.4
2026-07-19T03:12:29.788095Z,34325,244.4
2026-07-19T03:12:30.874265Z,34345,244.4
2026-07-19T03:12:31.992274Z,34319,244.4
2026-07-19T03:12:33.079519Z,34343,244.4
2026-07-19T03:12:34.178782Z,34403,244.4
2026-07-19T03:12:35.267964Z,34300,244.4
2026-07-19T03:12:36.365250Z,34295,244.4
2026-07-19T03:12:37.452842Z,34506,244.4
2026-07-19T03:12:38.521837Z,34672,244.4
2026-07-19T03:12:39.608636Z,34997,244.4
2026-07-19T03:12:40.712480Z,35063,244.4
2026-07-19T03:12:41.817136Z,35055,244.4
2026-07-19T03:12:42.917028Z,34847,244.4
2026-07-19T03:12:44.000389Z,34891,244.4
2026-07-19T03:12:45.090163Z,34987,244.4
2026-07-19T03:12:46.186533Z,34973,244.4
2026-07-19T03:12:47.278967Z,34954,244.4
2026-07-19T03:12:48.376589Z,35004,244.3
2026-07-19T03:12:49.462871Z,35105,244.4
2026-07-19T03:12:50.549967Z,35009,244.4
2026-07-19T03:12:51.652320Z,35011,244.4
2026-07-19T03:12:52.738465Z,35155,244.4
2026-07-19T03:12:53.838467Z,34969,244.4
2026-07-19T03:12:54.929845Z,35008,244.4
2026-07-19T03:12:56.026349Z,35041,244.4
2026-07-19T03:12:57.114871Z,35002,244.4
2026-07-19T03:12:58.218973Z,35012,244.4
2026-07-19T03:12:59.316707Z,35062,244.4
2026-07-19T03:13:00.386649Z,35157,244.4
2026-07-19T03:13:01.475493Z,35075,244.4
2026-07-19T03:13:02.575190Z,35035,244.3
2026-07-19T03:13:03.660635Z,35060,244.4
2026-07-19T03:13:04.746525Z,34976,244.4
2026-07-19T03:13:05.819398Z,34904,244.4
2026-07-19T03:13:06.903094Z,35170,244.4
2026-07-19T03:13:07.990632Z,35382,244.4
2026-07-19T03:13:09.079734Z,35676,244.4
2026-07-19T03:13:10.177759Z,35768,244.4
2026-07-19T03:13:11.262834Z,35749,244.4
2026-07-19T03:13:12.336177Z,35862,244.5
2026-07-19T03:13:13.407501Z,35890,244.4
2026-07-19T03:13:14.504822Z,35922,244.3
2026-07-19T03:13:15.608330Z,35836,244.3
2026-07-19T03:13:16.697273Z,35937,244.3
2026-07-19T03:13:17.793739Z,35886,244.3
2026-07-19T03:13:18.893810Z,35902,244.4
2026-07-19T03:13:19.985122Z,35928,244.4
2026-07-19T03:13:21.083582Z,35964,244.4
2026-07-19T03:13:22.183104Z,35968,244.5
2026-07-19T03:13:23.287441Z,35951,244.5
2026-07-19T03:13:24.390720Z,35896,244.5
2026-07-19T03:13:25.487815Z,36228,244.5
2026-07-19T03:13:26.578758Z,35948,244.5
