Timestamp (UTC),Net Grid Power (W),Phase A Voltage (V),Hoymiles Active Power (W),Bridge Status,Meter Status,Hoymiles Status
2026-08-28T04:00:00.052696Z,1438,123.8,0,OK,OK,OK
2026-08-28T04:00:05.415038Z,1439,123.8,0,OK,OK,OK
2026-08-28T04:00:10.798836Z,1442,123.8,0,OK,OK,OK
2026-08-28T04:00:16.192846Z,1438,123.8,0,OK,OK,OK
2026-08-28T04:00:21.573055Z,1439,123.8,0,OK,OK,OK
2026-08-28T04:00:26.937173Z,1439,123.8,0,OK,OK,OK
2026-08-28T04:00:32.327134Z,1436,123.8,0,OK,OK,OK
2026-08-28T04:00:37.721365Z,1440,123.8,0,OK,OK,OK
2026-08-28T04:00:43.102164Z,1435,123.8,0,OK,OK,OK
2026-08-28T04:00:48.472620Z,1437,123.8,0,OK,OK,OK
2026-08-28T04:00:53.875067Z,1436,123.8,0,OK,OK,OK
2026-08-28T04:00:59.275152Z,1438,123.8,0,OK,OK,OK
2026-08-28T04:01:04.641157Z,1435,123.8,0,OK,OK,OK
2026-08-28T04:01:10.017791Z,1440,123.8,0,OK,OK,OK
2026-08-28T04:01:15.420334Z,1449,123.8,0,OK,OK,OK
2026-08-28T04:01:20.798216Z,1438,123.8,0,OK,OK,OK
2026-08-28T04:01:26.193381Z,1438,123.8,0,OK,OK,OK
2026-08-28T04:01:31.589788Z,1434,123.8,0,OK,OK,OK
2026-08-28T04:01:36.982444Z,1438,123.8,0,OK,OK,OK
2026-08-28T04:01:42.353040Z,1436,123.7,0,OK,OK,OK
2026-08-28T04:01:47.736726Z,1438,123.8,0,OK,OK,OK
2026-08-28T04:01:53.133545Z,1436,123.8,0,OK,OK,OK
2026-08-28T04:01:58.504651Z,1436,123.8,0,OK,OK,OK
2026-08-28T04:02:03.868381Z,1436,123.8,0,OK,OK,OK
2026-08-28T04:02:09.235152Z,1436,123.8,0,OK,OK,OK
2026-08-28T04:02:14.633113Z,1439,123.8,0,OK,OK,OK
2026-08-28T04:02:20.041913Z,1437,123.8,0,OK,OK,OK
2026-08-28T04:02:25.422190Z,1438,123.8,0,OK,OK,OK
2026-08-28T04:02:30.813219Z,1437,123.8,0,OK,OK,OK
2026-08-28T04:02:36.211193Z,1439,123.8,0,OK,OK,OK
2026-08-28T04:02:41.597932Z,1439,123.8,0,OK,OK,OK
2026-08-28T04:02:46.984278Z,1436,123.8,0,OK,OK,OK
2026-08-28T04:02:52.386804Z,1439,123.8,0,OK,OK,OK
2026-08-28T04:02:57.773417Z,1437,123.8,0,OK,OK,OK
2026-08-28T04:03:03.155349Z,1430,123.3,0,OK,OK,OK
2026-08-28T04:03:08.537797Z,1431,123.0,0,OK,OK,OK
2026-08-28T04:03:13.931926Z,1430,123.1,0,OK,OK,OK
2026-08-28T04:03:19.312822Z,1438,123.1,0,OK,OK,OK
2026-08-28T04:03:24.699731Z,1435,123.1,0,OK,OK,OK
2026-08-28T04:03:30.075609Z,1433,123.1,0,OK,OK,OK
2026-08-28T04:03:35.462974Z,1436,123.0,0,OK,OK,OK
2026-08-28T04:03:40.849454Z,1435,123.1,0,OK,OK,OK
2026-08-28T04:03:46.235911Z,1434,123.1,0,OK,OK,OK
2026-08-28T04:03:51.606493Z,1436,123.1,0,OK,OK,OK
2026-08-28T04:03:56.977018Z,1433,123.1,0,OK,OK,OK
2026-08-28T04:04:02.373170Z,1432,123.1,0,OK,OK,OK
2026-08-28T04:04:07.755155Z,1434,123.1,0,OK,OK,OK
2026-08-28T04:04:13.121843Z,1433,123.1,0,OK,OK,OK
2026-08-28T04:04:18.512222Z,1433,123.0,0,OK,OK,OK
2026-08-28T04:04:23.896027Z,1435,123.1,0,OK,OK,OK
2026-08-28T04:04:29.266868Z,1433,123.1,0,OK,OK,OK
2026-08-28T04:04:34.634716Z,1436,123.1,0,OK,OK,OK
2026-08-28T04:04:40.019774Z,1433,123.0,0,OK,OK,OK
2026-08-28T04:04:45.405956Z,1433,123.1,0,OK,OK,OK
2026-08-28T04:04:50.760044Z,1432,123.1,0,OK,OK,OK
2026-08-28T04:04:56.135722Z,1435,123.0,0,OK,OK,OK
2026-08-28T04:05:01.546096Z,1436,123.0,0,OK,OK,OK
2026-08-28T04:05:06.919568Z,1431,123.0,0,OK,OK,OK
2026-08-28T04:05:12.283727Z,1434,123.0,0,OK,OK,OK
2026-08-28T04:05:17.670366Z,1432,123.1,0,OK,OK,OK
2026-08-28T04:05:23.081433Z,1428,123.0,0,OK,OK,OK
2026-08-28T04:05:28.454990Z,1430,123.0,0,OK,OK,OK
2026-08-28T04:05:33.834077Z,1432,123.0,0,OK,OK,OK
2026-08-28T04:05:39.223699Z,1431,123.0,0,OK,OK,OK
2026-08-28T04:05:44.595792Z,1434,123.1,0,OK,OK,OK
2026-08-28T04:05:49.980301Z,1433,123.0,0,OK,OK,OK
2026-08-28T04:05:55.359018Z,1434,123.0,0,OK,OK,OK
2026-08-28T04:06:00.771807Z,1435,123.0,0,OK,OK,OK
2026-08-28T04:06:06.153140Z,1432,123.0,0,OK,OK,OK
2026-08-28T04:06:11.518241Z,1431,123.0,0,OK,OK,OK
2026-08-28T04:06:16.909363Z,1440,123.0,0,OK,OK,OK
2026-08-28T04:06:22.299012Z,1434,123.1,0,OK,OK,OK
2026-08-28T04:06:27.673042Z,1434,123.1,0,OK,OK,OK
2026-08-28T04:06:33.070025Z,1431,123.1,0,OK,OK,OK
