Timestamp (UTC),Net Grid Power (W),Phase A Voltage (V),Hoymiles Active Power (W),Bridge Status,Meter Status,Hoymiles Status
2026-07-20T04:00:51.292826Z,26382,247.0,0,OK,OK,OK
2026-07-20T04:01:52.623933Z,29124,247.3,0,OK,OK,OK
2026-07-20T04:02:52.693494Z,27419,246.7,0,OK,OK,OK
2026-07-20T04:03:52.763464Z,27431,246.6,0,OK,OK,OK
2026-07-20T04:04:52.833221Z,26334,246.7,0,OK,OK,OK
2026-07-20T04:05:52.903627Z,43408,245.7,0,OK,OK,OK
2026-07-20T04:06:52.973758Z,43090,245.8,0,OK,OK,OK
2026-07-20T04:07:53.043588Z,43098,246.1,0,OK,OK,OK
2026-07-20T04:08:53.114303Z,43114,246.2,0,OK,OK,OK
2026-07-20T04:09:53.184690Z,43065,246.4,0,OK,OK,OK
2026-07-20T04:10:53.265226Z,43152,246.3,0,OK,OK,OK
2026-07-20T04:11:53.341938Z,44175,246.4,0,OK,OK,OK
2026-07-20T04:12:53.413122Z,45958,246.1,0,OK,OK,OK
2026-07-20T04:13:53.483545Z,30839,246.9,0,OK,OK,OK
2026-07-20T04:14:53.554109Z,26210,247.0,0,OK,OK,OK
2026-07-20T04:15:53.625334Z,27260,246.9,0,OK,OK,OK
2026-07-20T04:16:55.278146Z,27065,247.2,0,OK,OK,OK
2026-07-20T04:17:55.380986Z,26991,247.2,0,OK,OK,OK
2026-07-20T04:18:55.452082Z,26902,247.1,0,OK,OK,OK
2026-07-20T04:19:55.522755Z,26929,247.2,0,OK,OK,OK
2026-07-20T04:20:55.593813Z,26949,247.2,0,OK,OK,OK
2026-07-20T04:21:55.664938Z,27156,246.8,0,OK,OK,OK
2026-07-20T04:22:55.736670Z,26946,246.9,0,OK,OK,OK
2026-07-20T04:23:55.806806Z,27127,247.1,0,OK,OK,OK
2026-07-20T04:24:55.877892Z,29718,247.2,0,OK,OK,OK
2026-07-20T04:25:55.948313Z,28210,247.1,0,OK,OK,OK
2026-07-20T04:26:56.019315Z,28162,247.1,0,OK,OK,OK
2026-07-20T04:27:56.090367Z,43487,246.1,0,OK,OK,OK
2026-07-20T04:28:56.193354Z,43749,246.2,0,OK,OK,OK
2026-07-20T04:29:56.264237Z,44378,246.2,0,OK,OK,OK
2026-07-20T04:30:56.335466Z,43762,246.3,0,OK,OK,OK
2026-07-20T04:31:57.716433Z,43838,246.5,0,OK,OK,OK
2026-07-20T04:32:57.787344Z,43912,246.4,0,OK,OK,OK
2026-07-20T04:33:57.858396Z,43802,246.2,0,OK,OK,OK
2026-07-20T04:34:57.929347Z,30324,246.7,0,OK,OK,OK
2026-07-20T04:35:58.016759Z,26241,246.8,0,OK,OK,OK
2026-07-20T04:36:58.087565Z,29024,246.6,0,OK,OK,OK
2026-07-20T04:37:58.158234Z,27294,246.8,0,OK,OK,OK
2026-07-20T04:38:58.228998Z,27309,246.7,0,OK,OK,OK
2026-07-20T04:39:58.299923Z,26005,246.6,0,OK,OK,OK
2026-07-20T04:40:58.371235Z,26134,246.7,0,OK,OK,OK
2026-07-20T04:41:58.442531Z,26042,246.7,0,OK,OK,OK
2026-07-20T04:42:58.513235Z,25814,246.5,0,OK,OK,OK
2026-07-20T04:43:58.584484Z,27384,246.5,0,OK,OK,OK
2026-07-20T04:44:58.655535Z,27124,246.5,0,OK,OK,OK
2026-07-20T04:45:58.748829Z,25997,246.5,0,OK,OK,OK
2026-07-20T04:47:00.342369Z,26074,246.7,0,OK,OK,OK
2026-07-20T04:48:00.413846Z,26018,246.7,0,OK,OK,OK
2026-07-20T04:49:00.484870Z,25782,246.7,0,OK,OK,OK
2026-07-20T04:50:00.556462Z,25922,246.7,0,OK,OK,OK
2026-07-20T04:51:00.628195Z,28797,246.7,0,OK,OK,OK
2026-07-20T04:52:00.699310Z,28372,246.6,0,OK,OK,OK
2026-07-20T04:53:00.770675Z,28152,246.6,0,OK,OK,OK
2026-07-20T04:54:00.842461Z,26913,246.6,0,OK,OK,OK
2026-07-20T04:55:00.913910Z,43631,246.0,0,OK,OK,OK
2026-07-20T04:56:00.985273Z,43758,246.1,0,OK,OK,OK
2026-07-20T04:57:01.057089Z,43713,245.2,0,OK,OK,OK
2026-07-20T04:58:01.128856Z,43753,245.3,0,OK,OK,OK
2026-07-20T04:59:01.200510Z,43802,245.5,0,OK,OK,OK
2026-07-20T05:00:01.272243Z,43813,245.7,0,OK,OK,OK
2026-07-20T05:01:03.468211Z,30131,246.3,0,OK,OK,OK
2026-07-20T05:02:03.539718Z,26767,246.9,0,OK,OK,OK
2026-07-20T05:03:03.611584Z,26775,246.9,0,OK,OK,OK
2026-07-20T05:04:03.682696Z,26799,246.7,0,OK,OK,OK
2026-07-20T05:05:03.754199Z,26816,246.8,0,OK,OK,OK
2026-07-20T05:06:03.826041Z,29912,246.8,0,OK,OK,OK
2026-07-20T05:07:03.913197Z,28047,247.0,0,OK,OK,OK
2026-07-20T05:08:03.984749Z,27994,246.9,0,OK,OK,OK
2026-07-20T05:09:04.056527Z,26806,247.1,0,OK,OK,OK
2026-07-20T05:10:04.128466Z,26776,247.1,0,OK,OK,OK
2026-07-20T05:11:04.200418Z,25995,247.1,0,OK,OK,OK
2026-07-20T05:12:04.304033Z,25998,247.2,0,OK,OK,OK
2026-07-20T05:13:04.375693Z,26008,247.3,0,OK,OK,OK
2026-07-20T05:14:04.447670Z,25953,247.3,0,OK,OK,OK
2026-07-20T05:15:04.519443Z,25943,247.1,0,OK,OK,OK
2026-07-20T05:16:06.156341Z,25986,247.3,0,OK,OK,OK
2026-07-20T05:17:06.227959Z,25982,247.4,0,OK,OK,OK
2026-07-20T05:18:06.299783Z,25983,247.5,0,OK,OK,OK
2026-07-20T05:19:06.371570Z,26092,247.5,0,OK,OK,OK
2026-07-20T05:20:06.433681Z,26026,247.4,0,OK,OK,OK
2026-07-20T05:21:06.534780Z,25985,247.5,0,OK,OK,OK
2026-07-20T05:22:06.605753Z,25999,247.7,0,OK,OK,OK
2026-07-20T05:23:06.677023Z,26140,247.7,0,OK,OK,OK
2026-07-20T05:24:06.748544Z,28674,247.6,0,OK,OK,OK
2026-07-20T05:25:06.819390Z,27397,247.5,0,OK,OK,OK
2026-07-20T05:26:06.890521Z,27270,247.7,0,OK,OK,OK
2026-07-20T05:27:06.961800Z,27240,247.7,0,OK,OK,OK
2026-07-20T05:28:07.033300Z,27361,247.6,0,OK,OK,OK
2026-07-20T05:29:07.104514Z,26226,247.8,0,OK,OK,OK
2026-07-20T05:30:07.175611Z,26324,247.5,0,OK,OK,OK
2026-07-20T05:31:08.460870Z,26252,247.5,0,OK,OK,OK
2026-07-20T05:32:08.532420Z,26188,247.6,0,OK,OK,OK
2026-07-20T05:33:08.603888Z,26233,247.6,0,OK,OK,OK
2026-07-20T05:34:08.674995Z,26290,247.5,0,OK,OK,OK
2026-07-20T05:35:08.746483Z,26249,247.4,0,OK,OK,OK
2026-07-20T05:36:08.818009Z,26223,247.6,0,OK,OK,OK
