Timestamp (UTC),Net Grid Power (W),Phase A Voltage (V),Hoymiles Active Power (W),Bridge Status,Meter Status,Hoymiles Status
2026-09-05T04:00:01.723842Z,1878,123.6,0,OK,OK,OK
2026-09-05T04:00:07.130551Z,1878,123.6,0,OK,OK,OK
2026-09-05T04:00:12.521794Z,1872,123.6,0,OK,OK,OK
2026-09-05T04:00:17.928180Z,1871,123.8,0,OK,OK,OK
2026-09-05T04:00:23.316422Z,1870,123.8,0,OK,OK,OK
2026-09-05T04:00:28.715768Z,1873,123.8,0,OK,OK,OK
2026-09-05T04:00:34.120388Z,1872,123.8,0,OK,OK,OK
2026-09-05T04:00:39.514327Z,1871,123.8,0,OK,OK,OK
2026-09-05T04:00:44.895448Z,1869,123.7,0,OK,OK,OK
2026-09-05T04:00:50.284141Z,1874,123.8,0,OK,OK,OK
2026-09-05T04:00:55.658019Z,1871,123.8,0,OK,OK,OK
2026-09-05T04:01:01.028764Z,1875,123.8,0,OK,OK,OK
2026-09-05T04:01:06.406635Z,1874,123.8,0,OK,OK,OK
2026-09-05T04:01:11.838815Z,1878,123.8,0,OK,OK,OK
2026-09-05T04:01:17.211637Z,1872,123.8,0,OK,OK,OK
2026-09-05T04:01:22.582076Z,1878,123.8,0,OK,OK,OK
2026-09-05T04:01:27.984689Z,1874,123.8,0,OK,OK,OK
2026-09-05T04:01:33.375979Z,1880,123.8,0,OK,OK,OK
2026-09-05T04:01:38.747607Z,1875,123.8,0,OK,OK,OK
2026-09-05T04:01:44.682751Z,1879,124.0,0,OK,OK,OK
2026-09-05T04:01:50.075619Z,1880,123.9,0,OK,OK,OK
2026-09-05T04:01:55.469232Z,1885,124.0,0,OK,OK,OK
2026-09-05T04:02:00.839539Z,1882,123.9,0,OK,OK,OK
2026-09-05T04:02:06.232027Z,1886,123.9,0,OK,OK,OK
2026-09-05T04:02:11.608249Z,1884,123.9,0,OK,OK,OK
2026-09-05T04:02:17.012439Z,1884,123.9,0,OK,OK,OK
2026-09-05T04:02:22.394484Z,1881,124.0,0,OK,OK,OK
2026-09-05T04:02:27.769472Z,1886,124.0,0,OK,OK,OK
2026-09-05T04:02:33.169828Z,1884,124.1,0,OK,OK,OK
2026-09-05T04:02:38.555411Z,1883,124.0,0,OK,OK,OK
2026-09-05T04:02:43.945197Z,1883,124.0,0,OK,OK,OK
2026-09-05T04:02:49.358355Z,1880,124.0,0,OK,OK,OK
2026-09-05T04:02:54.734162Z,1898,124.0,0,OK,OK,OK
2026-09-05T04:03:00.116444Z,1897,124.0,0,OK,OK,OK
2026-09-05T04:03:05.509267Z,1901,124.0,0,OK,OK,OK
2026-09-05T04:03:10.894056Z,1927,123.8,0,OK,OK,OK
2026-09-05T04:03:16.252643Z,1921,123.8,0,OK,OK,OK
2026-09-05T04:03:21.663915Z,1922,123.8,0,OK,OK,OK
2026-09-05T04:03:27.061716Z,1924,123.8,0,OK,OK,OK
2026-09-05T04:03:32.439699Z,1926,123.8,0,OK,OK,OK
2026-09-05T04:03:37.824941Z,1927,123.8,0,OK,OK,OK
2026-09-05T04:03:43.237655Z,1928,123.8,0,OK,OK,OK
2026-09-05T04:03:48.635439Z,1922,123.9,0,OK,OK,OK
2026-09-05T04:03:54.005532Z,1928,123.8,0,OK,OK,OK
2026-09-05T04:03:59.393676Z,1913,123.8,0,OK,OK,OK
2026-09-05T04:04:04.786163Z,1924,123.8,0,OK,OK,OK
2026-09-05T04:04:10.159785Z,1926,123.7,0,OK,OK,OK
2026-09-05T04:04:15.541941Z,1924,123.6,0,OK,OK,OK
2026-09-05T04:04:20.935600Z,1929,123.8,0,OK,OK,OK
2026-09-05T04:04:26.322341Z,1928,123.7,0,OK,OK,OK
2026-09-05T04:04:31.696336Z,1931,123.7,0,OK,OK,OK
2026-09-05T04:04:37.087901Z,1929,123.7,0,OK,OK,OK
2026-09-05T04:04:42.490043Z,1912,123.7,0,OK,OK,OK
2026-09-05T04:04:47.888627Z,1929,123.8,0,OK,OK,OK
2026-09-05T04:04:53.333405Z,1930,123.8,0,OK,OK,OK
2026-09-05T04:04:58.738172Z,1926,123.8,0,OK,OK,OK
2026-09-05T04:05:04.129145Z,1933,123.8,0,OK,OK,OK
2026-09-05T04:05:09.519827Z,1931,123.8,0,OK,OK,OK
2026-09-05T04:05:14.901823Z,2059,123.8,0,OK,OK,OK
2026-09-05T04:05:20.279939Z,2046,123.8,0,OK,OK,OK
2026-09-05T04:05:25.666474Z,2046,123.8,0,OK,OK,OK
2026-09-05T04:05:31.039793Z,2048,123.9,0,OK,OK,OK
2026-09-05T04:05:36.437832Z,2050,123.9,0,OK,OK,OK
2026-09-05T04:05:41.841915Z,2074,123.9,0,OK,OK,OK
2026-09-05T04:05:47.211254Z,2086,123.9,0,OK,OK,OK
2026-09-05T04:05:52.630312Z,2124,124.0,0,OK,OK,OK
2026-09-05T04:05:58.033485Z,2172,123.9,0,OK,OK,OK
2026-09-05T04:06:03.419845Z,2096,123.9,0,OK,OK,OK
2026-09-05T04:06:08.806294Z,2112,123.9,0,OK,OK,OK
2026-09-05T04:06:14.192886Z,2114,124.0,0,OK,OK,OK
2026-09-05T04:06:19.572439Z,2116,124.0,0,OK,OK,OK
2026-09-05T04:06:24.963854Z,2112,124.0,0,OK,OK,OK
2026-09-05T04:06:30.368441Z,2106,124.0,0,OK,OK,OK
2026-09-05T04:06:35.755043Z,2113,124.0,0,OK,OK,OK
2026-09-05T04:06:41.142477Z,2098,124.0,0,OK,OK,OK
2026-09-05T04:06:46.522995Z,2098,124.1,0,OK,OK,OK
2026-09-05T04:06:51.915571Z,2104,124.0,0,OK,OK,OK
2026-09-05T04:06:57.301683Z,1995,123.9,0,OK,OK,OK
2026-09-05T04:07:02.681776Z,1990,123.9,0,OK,OK,OK
2026-09-05T04:07:08.075700Z,2007,123.9,0,OK,OK,OK
2026-09-05T04:07:13.474063Z,2050,124.0,0,OK,OK,OK
2026-09-05T04:07:18.872250Z,2031,123.9,0,OK,OK,OK
2026-09-05T04:07:24.313554Z,2028,123.9,0,OK,OK,OK
2026-09-05T04:07:29.708744Z,2029,124.0,0,OK,OK,OK
2026-09-05T04:07:35.085667Z,2044,124.0,0,OK,OK,OK
2026-09-05T04:07:40.458159Z,2049,124.0,0,OK,OK,OK
2026-09-05T04:07:45.848678Z,2041,124.1,0,OK,OK,OK
2026-09-05T04:07:51.213065Z,2039,124.1,0,OK,OK,OK
2026-09-05T04:07:56.624861Z,2045,124.1,0,OK,OK,OK
2026-09-05T04:08:02.002231Z,2053,124.1,0,OK,OK,OK
2026-09-05T04:08:07.335859Z,2046,124.2,0,OK,OK,OK
2026-09-05T04:08:12.731996Z,2043,124.3,0,OK,OK,OK
2026-09-05T04:08:18.095305Z,2133,124.2,0,OK,OK,OK
2026-09-05T04:08:23.493845Z,2151,124.2,0,OK,OK,OK
2026-09-05T04:08:28.892350Z,2140,124.1,0,OK,OK,OK
2026-09-05T04:08:34.278393Z,2142,124.2,0,OK,OK,OK
2026-09-05T04:08:39.660312Z,2143,124.1,0,OK,OK,OK
2026-09-05T04:08:45.067065Z,2143,124.1,0,OK,OK,OK
2026-09-05T04:08:50.429358Z,2145,124.2,0,OK,OK,OK
2026-09-05T04:08:55.823026Z,2174,124.3,0,OK,OK,OK
2026-09-05T04:09:01.213281Z,2153,124.3,0,OK,OK,OK
2026-09-05T04:09:06.605198Z,2175,124.3,0,OK,OK,OK
2026-09-05T04:09:11.982325Z,2172,124.3,0,OK,OK,OK
2026-09-05T04:09:17.344684Z,2158,124.2,0,OK,OK,OK
2026-09-05T04:09:22.729720Z,2171,124.3,0,OK,OK,OK
2026-09-05T04:09:28.124698Z,2163,124.3,0,OK,OK,OK
2026-09-05T04:09:33.519403Z,2164,124.3,0,OK,OK,OK
2026-09-05T04:09:38.898832Z,2162,124.3,0,OK,OK,OK
2026-09-05T04:09:44.273413Z,2159,124.3,0,OK,OK,OK
2026-09-05T04:09:49.649852Z,2151,124.3,0,OK,OK,OK
2026-09-05T04:09:55.044518Z,2156,124.3,0,OK,OK,OK
2026-09-05T04:10:00.416865Z,2160,124.3,0,OK,OK,OK
2026-09-05T04:10:05.817117Z,2155,124.3,0,OK,OK,OK
2026-09-05T04:10:11.187993Z,2192,124.3,0,OK,OK,OK
2026-09-05T04:10:16.595977Z,2210,124.3,0,OK,OK,OK
2026-09-05T04:10:21.998440Z,2142,124.3,0,OK,OK,OK
2026-09-05T04:10:27.384932Z,2156,124.3,0,OK,OK,OK
2026-09-05T04:10:32.771386Z,2717,124.6,0,OK,OK,OK
2026-09-05T04:10:38.155006Z,2922,124.6,0,OK,OK,OK
2026-09-05T04:10:43.553879Z,2913,124.7,0,OK,OK,OK
2026-09-05T04:10:48.956788Z,2380,124.4,0,OK,OK,OK
2026-09-05T04:10:54.331953Z,2382,124.4,0,OK,OK,OK
2026-09-05T04:10:59.721365Z,2387,124.5,0,OK,OK,OK
2026-09-05T04:11:05.124440Z,2401,124.5,0,OK,OK,OK
2026-09-05T04:11:10.510328Z,2393,124.5,0,OK,OK,OK
2026-09-05T04:11:15.924797Z,2388,124.5,0,OK,OK,OK
2026-09-05T04:11:21.313692Z,2409,124.5,0,OK,OK,OK
2026-09-05T04:11:26.716140Z,2402,124.5,0,OK,OK,OK
2026-09-05T04:11:32.102584Z,2413,124.5,0,OK,OK,OK
2026-09-05T04:11:37.487844Z,2409,124.4,0,OK,OK,OK
2026-09-05T04:11:42.883026Z,2418,124.4,0,OK,OK,OK
2026-09-05T04:11:48.261084Z,2416,124.6,0,OK,OK,OK
