Timestamp (UTC),Net Grid Power (W),Phase A Voltage (V),Hoymiles Active Power (W),Bridge Status,Meter Status,Hoymiles Status
2026-07-31T04:00:02.873661Z,3388,245.0,0,OK,OK,OK
2026-07-31T04:00:08.351048Z,3381,244.9,0,OK,OK,OK
2026-07-31T04:00:13.859309Z,3390,245.0,0,OK,OK,OK
2026-07-31T04:00:19.378767Z,3399,244.7,0,OK,OK,OK
2026-07-31T04:00:24.870633Z,3389,244.9,0,OK,OK,OK
2026-07-31T04:00:30.368177Z,3417,244.9,0,OK,OK,OK
2026-07-31T04:00:35.860946Z,3355,245.0,0,OK,OK,OK
2026-07-31T04:00:41.414546Z,3361,245.0,0,OK,OK,OK
2026-07-31T04:00:46.877676Z,3387,245.0,0,OK,OK,OK
2026-07-31T04:00:52.382361Z,3374,245.1,0,OK,OK,OK
2026-07-31T04:00:57.856275Z,3350,244.7,0,OK,OK,OK
2026-07-31T04:01:03.375929Z,3379,245.0,0,OK,OK,OK
2026-07-31T04:01:08.877200Z,3363,245.2,0,OK,OK,OK
2026-07-31T04:01:14.316035Z,3352,245.2,0,OK,OK,OK
2026-07-31T04:01:19.819402Z,3356,245.0,0,OK,OK,OK
2026-07-31T04:01:25.280474Z,3375,245.1,0,OK,OK,OK
2026-07-31T04:01:30.776374Z,3356,245.1,0,OK,OK,OK
2026-07-31T04:01:36.243582Z,3371,245.1,0,OK,OK,OK
2026-07-31T04:01:41.751603Z,3372,245.1,0,OK,OK,OK
2026-07-31T04:01:47.210907Z,3356,245.4,0,OK,OK,OK
2026-07-31T04:01:52.712716Z,3369,245.4,0,OK,OK,OK
2026-07-31T04:01:58.200428Z,3354,245.4,0,OK,OK,OK
2026-07-31T04:02:03.675112Z,3359,245.4,0,OK,OK,OK
2026-07-31T04:02:09.138619Z,3348,245.4,0,OK,OK,OK
2026-07-31T04:02:14.636592Z,3389,245.2,0,OK,OK,OK
2026-07-31T04:02:20.102628Z,3374,245.4,0,OK,OK,OK
2026-07-31T04:02:25.585274Z,3360,244.9,0,OK,OK,OK
2026-07-31T04:02:31.038003Z,3379,245.4,0,OK,OK,OK
2026-07-31T04:02:36.516182Z,3358,245.4,0,OK,OK,OK
2026-07-31T04:02:42.011303Z,3386,245.4,0,OK,OK,OK
2026-07-31T04:02:47.509078Z,3376,245.4,0,OK,OK,OK
2026-07-31T04:02:53.003476Z,3399,245.4,0,OK,OK,OK
2026-07-31T04:02:58.446786Z,3377,245.4,0,OK,OK,OK
